1	2	1	0	0	0	0	0	1	0	0	1	3.0	0
1	2	2	0	0	0	1	0	0	0	1	1	1.8	0
1	2	3	1	1	0	0	1	0	0	0	0	4.8	0
1	2	4	0	0	0	0	0	0	0	0	0	0.0	1
1	3	1	0	0	0	0	0	0	1	0	0	1.2	0
1	3	2	1	1	0	1	0	0	0	1	0	3.0	0
1	3	3	0	1	1	0	0	1	0	0	1	2.4	0
1	3	4	0	0	0	0	0	0	0	0	0	0.0	1
1	4	1	0	1	0	0	0	1	0	0	0	1.8	0
1	4	2	0	0	1	0	0	0	0	0	1	3.0	0
1	4	3	0	0	0	0	1	0	1	0	1	4.8	0
1	4	4	1	0	0	0	0	0	0	0	0	0.0	1
1	5	1	0	0	1	0	0	0	0	1	0	4.8	0
1	5	2	1	1	0	1	0	0	1	0	1	2.4	0
1	5	3	0	0	0	0	1	1	0	0	0	1.2	0
1	5	4	0	0	0	0	0	0	0	0	0	0.0	1
1	6	1	0	1	0	0	0	0	0	0	1	4.8	0
1	6	2	1	1	0	1	0	1	0	0	1	1.2	0
1	6	3	0	0	0	0	1	0	0	1	0	2.4	0
1	6	4	0	0	0	0	0	0	0	0	0	0.0	1
1	8	1	1	1	0	0	1	0	0	0	1	3.0	0
1	8	2	0	1	0	0	0	0	0	1	1	2.4	0
1	8	3	0	0	1	0	0	0	1	0	0	1.2	0
1	8	4	0	0	0	0	0	0	0	0	0	0.0	1
1	9	1	0	1	1	0	0	1	0	0	1	4.8	0
1	9	2	0	0	0	0	1	0	1	0	1	1.8	0
1	9	3	1	1	0	1	0	0	0	0	0	1.2	0
1	9	4	0	0	0	0	0	0	0	0	0	0.0	1
1	10	1	1	1	0	1	0	0	1	0	1	3.0	0
1	10	2	0	0	0	0	0	0	0	1	0	1.8	0
1	10	3	0	0	0	0	1	1	0	0	0	2.4	0
1	10	4	0	0	0	0	0	0	0	0	0	0.0	1
1	11	1	0	0	0	0	0	0	0	0	1	1.2	0
1	11	2	0	1	1	0	0	0	0	1	0	3.0	0
1	11	3	1	1	0	0	1	1	0	0	0	1.8	0
1	11	4	0	0	0	0	0	0	0	0	0	0.0	1
1	12	1	0	1	1	0	0	0	0	0	0	2.4	0
1	12	2	0	0	0	0	0	0	1	0	1	3.0	0
1	12	3	1	0	0	1	0	0	0	1	1	4.8	0
1	12	4	0	0	0	0	0	0	0	0	0	0.0	1
2	1	1	1	1	0	0	1	0	0	1	1	1.2	0
2	1	2	0	1	0	0	0	0	1	0	0	4.8	0
2	1	3	0	0	1	0	0	1	0	0	1	2.4	0
2	1	4	0	0	0	0	0	0	0	0	0	0.0	1
2	2	1	0	0	1	0	0	1	0	0	0	3.0	0
2	2	2	1	0	0	1	0	0	0	0	0	1.8	0
2	2	3	0	1	0	0	1	0	1	0	1	2.4	0
2	2	4	0	0	0	0	0	0	0	0	0	0.0	1
2	4	1	0	0	0	0	1	0	0	0	1	3.0	0
2	4	2	0	0	0	1	0	1	0	0	1	4.8	0
2	4	3	0	1	0	0	0	0	0	1	0	2.4	0
2	4	4	1	0	0	0	0	0	0	0	0	0.0	1
2	5	1	0	0	0	0	1	0	1	0	0	3.0	0
2	5	2	1	0	1	0	0	0	0	1	1	1.2	0
2	5	3	0	1	0	1	0	1	0	0	0	1.8	0
