"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"2276",93,10,4,1,0,0,0,0,0,0,0,0,0,1
"2277",93,12,1,0,1,0,1,0,0,0,1,0,2400,0
"2278",93,12,2,0,0,0,0,0,0,0,0,1,1200,0
"2279",93,12,3,0,0,0,0,1,0,1,0,1,4800,0
"2280",93,12,4,1,0,0,0,0,0,0,0,0,0,1
"2281",96,1,1,0,1,0,0,1,0,1,0,0,1200,0
"2282",96,1,2,0,1,0,1,0,0,0,0,0,2400,0
"2283",96,1,3,0,0,0,0,0,0,0,1,1,3000,0
"2284",96,1,4,1,0,0,0,0,0,0,0,0,0,1
"2285",96,2,1,0,0,0,0,1,0,0,1,1,1200,0
"2286",96,2,2,0,1,0,1,0,0,1,0,0,1800,0
"2287",96,2,3,0,0,1,0,0,1,0,0,1,4800,0
"2288",96,2,4,1,0,0,0,0,0,0,0,0,0,1
"2289",96,3,1,0,1,0,0,1,0,0,1,0,4800,0
"2290",96,3,2,0,1,1,0,0,0,0,0,1,1800,0
"2291",96,3,3,0,0,0,0,0,1,0,0,0,2400,0
"2292",96,3,4,1,0,0,0,0,0,0,0,0,0,1
"2293",96,4,1,0,1,1,0,0,0,0,0,0,1200,0
"2294",96,4,2,0,0,0,0,0,0,1,0,1,3000,0
"2295",96,4,3,0,0,0,1,0,1,0,0,1,1800,0
"2296",96,4,4,1,0,0,0,0,0,0,0,0,0,1
"2297",96,5,1,0,0,0,0,0,0,0,0,0,4800,0
"2298",96,5,2,0,1,0,1,0,1,0,0,1,3000,0
"2299",96,5,3,0,1,1,0,0,0,0,1,1,2400,0
"2300",96,5,4,1,0,0,0,0,0,0,0,0,0,1
"2301",96,6,1,0,0,0,1,0,0,0,1,0,2400,0
"2302",96,6,2,1,1,0,0,0,1,0,0,1,1200,0
"2303",96,6,3,0,0,0,0,1,0,1,0,0,1800,0
"2304",96,6,4,0,0,0,0,0,0,0,0,0,0,1
"2305",96,7,1,0,1,1,0,0,0,1,0,0,4800,0
"2306",96,7,2,0,1,0,1,0,1,0,0,0,2400,0
"2307",96,7,3,0,0,0,0,1,0,0,0,1,3000,0
"2308",96,7,4,1,0,0,0,0,0,0,0,0,0,1
"2309",96,8,1,0,0,0,0,1,0,0,0,1,1800,0
"2310",96,8,2,0,0,0,0,0,0,1,0,1,1200,0
"2311",96,8,3,0,1,1,0,0,0,0,1,0,3000,0
"2312",96,8,4,1,0,0,0,0,0,0,0,0,0,1
"2313",96,9,1,0,1,0,1,0,0,1,0,1,4800,0
"2314",96,9,2,0,1,0,0,0,0,0,0,0,1800,0
"2315",96,9,3,0,0,1,0,0,1,0,0,0,1200,0
"2316",96,9,4,1,0,0,0,0,0,0,0,0,0,1
"2317",96,10,1,0,0,1,0,0,0,0,0,1,2400,0
"2318",96,10,2,0,1,0,0,0,0,1,0,0,3000,0
"2319",96,10,3,0,0,0,0,1,0,0,1,1,4800,0
"2320",96,10,4,1,0,0,0,0,0,0,0,0,0,1
"2321",98,2,1,0,1,0,0,0,1,0,0,1,3000,0
"2322",98,2,2,0,1,1,0,0,0,1,0,1,1200,0
"2323",98,2,3,0,0,0,1,0,0,0,0,0,4800,0
"2324",98,2,4,1,0,0,0,0,0,0,0,0,0,1
"2325",98,3,1,0,1,0,0,0,0,0,1,0,2400,0
"2326",98,3,2,0,1,0,1,0,0,1,0,0,1200,0
"2327",98,3,3,0,0,0,0,1,1,0,0,1,1800,0
"2328",98,3,4,1,0,0,0,0,0,0,0,0,0,1
"2329",98,4,1,0,0,0,0,0,1,0,0,1,2400,0
"2330",98,4,2,0,0,1,0,0,0,0,1,1,1800,0
"2331",98,4,3,0,1,0,0,1,0,0,0,0,3000,0
"2332",98,4,4,1,0,0,0,0,0,0,0,0,0,1
"2333",98,5,1,0,1,1,0,0,1,0,0,0,4800,0
"2334",98,5,2,0,0,0,0,0,0,1,0,0,1800,0
"2335",98,5,3,0,0,0,1,0,0,0,0,1,2400,0
"2336",98,5,4,1,0,0,0,0,0,0,0,0,0,1
"2337",98,6,1,0,1,0,1,0,0,0,0,1,3000,0
"2338",98,6,2,0,0,0,0,0,1,0,0,0,1200,0
"2339",98,6,3,0,1,0,0,1,0,0,1,1,4800,0
"2340",98,6,4,1,0,0,0,0,0,0,0,0,0,1
"2341",98,7,1,0,1,0,1,0,1,0,0,1,2400,0
"2342",98,7,2,0,1,0,0,1,0,1,0,0,1800,0
"2343",98,7,3,0,0,1,0,0,0,0,1,1,3000,0
"2344",98,7,4,1,0,0,0,0,0,0,0,0,0,1
"2345",98,8,1,0,0,0,0,1,0,0,0,0,1200,0
"2346",98,8,2,0,1,0,0,0,0,1,0,1,4800,0
"2347",98,8,3,0,0,1,0,0,0,0,1,0,2400,0
"2348",98,8,4,1,0,0,0,0,0,0,0,0,0,1
"2349",98,9,1,0,1,1,0,0,0,0,0,1,1200,0
"2350",98,9,2,0,0,0,0,0,1,0,0,0,3000,0
"2351",98,9,3,0,1,0,1,0,0,0,1,0,1800,0
"2352",98,9,4,1,0,0,0,0,0,0,0,0,0,1
"2353",98,10,1,0,0,0,0,0,0,0,1,1,1800,0
"2354",98,10,2,0,1,1,0,0,1,0,0,0,1200,0
"2355",98,10,3,0,0,0,0,1,0,1,0,1,4800,0
"2356",98,10,4,1,0,0,0,0,0,0,0,0,0,1
"2357",98,11,1,0,0,0,1,0,0,0,0,0,4800,0
"2358",98,11,2,0,1,0,0,1,0,1,0,1,2400,0
"2359",98,11,3,0,1,0,0,0,0,0,1,0,3000,0
"2360",98,11,4,1,0,0,0,0,0,0,0,0,0,1
"2361",99,1,1,0,0,0,1,0,0,0,1,1,1200,0
"2362",99,1,2,1,1,1,0,0,0,0,0,1,1800,0
"2363",99,1,3,0,1,0,0,1,0,1,0,0,2400,0
"2364",99,1,4,0,0,0,0,0,0,0,0,0,0,1
"2365",99,2,1,1,1,0,0,1,0,0,1,1,1200,0
"2366",99,2,2,0,0,1,0,0,0,1,0,0,3000,0
"2367",99,2,3,0,0,0,0,0,1,0,0,0,4800,0
"2368",99,2,4,0,0,0,0,0,0,0,0,0,0,1
"2369",99,4,1,0,1,0,0,0,0,0,0,1,3000,0
"2370",99,4,2,0,0,0,1,0,0,1,0,0,2400,0
"2371",99,4,3,0,1,1,0,0,1,0,0,1,4800,0
"2372",99,4,4,1,0,0,0,0,0,0,0,0,0,1
"2373",99,5,1,0,1,0,0,0,0,0,1,0,4800,0
"2374",99,5,2,0,0,0,0,1,0,0,0,0,3000,0
"2375",99,5,3,0,0,1,0,0,1,0,0,1,2400,0
"2376",99,5,4,1,0,0,0,0,0,0,0,0,0,1
"2377",99,6,1,1,1,0,1,0,0,1,0,1,1200,0
"2378",99,6,2,0,0,0,0,1,1,0,0,0,1800,0
"2379",99,6,3,0,1,1,0,0,0,0,1,1,3000,0
"2380",99,6,4,0,0,0,0,0,0,0,0,0,0,1
"2381",99,7,1,1,1,1,0,0,0,0,1,0,1800,0
"2382",99,7,2,0,1,0,1,0,0,0,0,0,2400,0
"2383",99,7,3,0,0,0,0,0,0,1,0,1,4800,0
"2384",99,7,4,0,0,0,0,0,0,0,0,0,0,1
"2385",99,8,1,0,0,0,1,0,0,0,0,1,1200,0
"2386",99,8,2,1,1,0,0,0,0,1,0,0,1800,0
"2387",99,8,3,0,0,0,0,1,1,0,0,1,3000,0
"2388",99,8,4,0,0,0,0,0,0,0,0,0,0,1
"2389",99,9,1,0,0,1,0,0,0,1,0,0,2400,0
"2390",99,9,2,1,1,0,0,0,1,0,0,0,1200,0
"2391",99,9,3,0,0,0,1,0,0,0,1,1,4800,0
"2392",99,9,4,0,0,0,0,0,0,0,0,0,0,1
"2393",99,10,1,1,1,0,0,1,0,0,0,1,1800,0
"2394",99,10,2,0,1,0,1,0,1,0,0,1,2400,0
"2395",99,10,3,0,0,0,0,0,0,0,1,0,1200,0
"2396",99,10,4,0,0,0,0,0,0,0,0,0,0,1
"2397",99,11,1,0,0,1,0,0,0,1,0,1,3000,0
"2398",99,11,2,0,0,0,1,0,0,0,1,0,1800,0
"2399",99,11,3,0,1,0,0,1,0,0,0,0,4800,0
"2400",99,11,4,1,0,0,0,0,0,0,0,0,0,1
"2401",100,1,1,0,1,0,0,1,0,0,1,1,2400,0
"2402",100,1,2,0,0,0,0,0,0,0,0,1,1800,0
"2403",100,1,3,0,1,0,1,0,0,1,0,0,3000,0
"2404",100,1,4,1,0,0,0,0,0,0,0,0,0,1
"2405",100,2,1,0,0,1,0,0,1,0,0,0,1200,0
"2406",100,2,2,0,1,0,1,0,0,0,1,1,3000,0
"2407",100,2,3,0,0,0,0,1,0,1,0,0,4800,0
"2408",100,2,4,1,0,0,0,0,0,0,0,0,0,1
"2409",100,4,1,0,1,0,1,0,0,0,0,0,4800,0
"2410",100,4,2,0,0,0,0,0,0,1,0,1,1200,0
"2411",100,4,3,0,1,1,0,0,1,0,0,0,2400,0
"2412",100,4,4,1,0,0,0,0,0,0,0,0,0,1
"2413",100,5,1,0,1,0,0,1,0,1,0,0,1200,0
"2414",100,5,2,0,0,0,1,0,1,0,0,1,1800,0
"2415",100,5,3,0,1,1,0,0,0,0,1,1,4800,0
"2416",100,5,4,1,0,0,0,0,0,0,0,0,0,1
"2417",100,6,1,0,0,0,0,0,0,0,0,0,3000,0
"2418",100,6,2,0,0,0,1,0,0,0,1,0,4800,0
"2419",100,6,3,0,1,1,0,0,0,1,0,1,1800,0
"2420",100,6,4,1,0,0,0,0,0,0,0,0,0,1
"2421",100,8,1,0,0,0,0,1,0,1,0,0,2400,0
"2422",100,8,2,0,1,0,0,0,0,0,0,1,4800,0
"2423",100,8,3,0,1,0,1,0,1,0,0,1,3000,0
"2424",100,8,4,1,0,0,0,0,0,0,0,0,0,1
"2425",100,9,1,0,1,1,0,0,0,0,0,0,1200,0
"2426",100,9,2,0,0,0,0,0,1,0,0,1,1800,0
"2427",100,9,3,0,1,0,0,1,0,0,1,0,3000,0
"2428",100,9,4,1,0,0,0,0,0,0,0,0,0,1
"2429",100,10,1,0,0,0,1,0,0,1,0,1,2400,0
"2430",100,10,2,0,1,0,0,0,0,0,1,0,1800,0
"2431",100,10,3,0,0,1,0,0,1,0,0,1,4800,0
"2432",100,10,4,1,0,0,0,0,0,0,0,0,0,1
"2433",100,11,1,0,1,0,0,1,0,1,0,1,1800,0
"2434",100,11,2,0,0,0,0,0,0,0,1,1,2400,0
"2435",100,11,3,0,0,0,1,0,0,0,0,0,1200,0
"2436",100,11,4,1,0,0,0,0,0,0,0,0,0,1
"2437",100,12,1,0,1,1,0,0,0,1,0,0,4800,0
"2438",100,12,2,0,0,0,0,1,0,0,0,1,3000,0
"2439",100,12,3,0,1,0,1,0,1,0,0,0,1200,0
"2440",100,12,4,1,0,0,0,0,0,0,0,0,0,1
"2441",101,1,1,0,1,1,0,0,0,0,1,1,1200,0
"2442",101,1,2,0,0,0,0,1,1,0,0,0,4800,0
"2443",101,1,3,0,1,0,0,0,0,0,0,1,2400,0
"2444",101,1,4,1,0,0,0,0,0,0,0,0,0,1
"2445",101,2,1,0,0,0,0,0,0,0,1,0,4800,0
"2446",101,2,2,0,0,0,1,0,0,1,0,0,1800,0
"2447",101,2,3,0,1,0,0,1,0,0,0,1,3000,0
"2448",101,2,4,1,0,0,0,0,0,0,0,0,0,1
"2449",101,5,1,0,0,0,0,0,0,1,0,1,4800,0
"2450",101,5,2,0,1,0,0,1,1,0,0,0,1800,0
"2451",101,5,3,0,1,0,1,0,0,0,1,1,2400,0
"2452",101,5,4,1,0,0,0,0,0,0,0,0,0,1
"2453",101,6,1,0,0,0,0,1,0,0,1,0,1200,0
"2454",101,6,2,0,1,0,1,0,1,0,0,1,4800,0
"2455",101,6,3,0,0,1,0,0,0,0,0,0,2400,0
"2456",101,6,4,1,0,0,0,0,0,0,0,0,0,1
"2457",101,7,1,0,0,0,1,0,1,0,0,0,2400,0
"2458",101,7,2,0,1,1,0,0,0,1,0,1,1800,0
"2459",101,7,3,0,0,0,0,0,0,0,0,0,3000,0
"2460",101,7,4,1,0,0,0,0,0,0,0,0,0,1
"2461",101,8,1,0,0,1,0,0,0,0,0,0,1800,0
"2462",101,8,2,1,1,0,0,0,0,1,0,1,1200,0
"2463",101,8,3,0,1,0,0,1,0,0,1,1,3000,0
"2464",101,8,4,0,0,0,0,0,0,0,0,0,0,1
"2465",101,9,1,0,1,1,0,0,0,0,1,0,2400,0
"2466",101,9,2,0,1,0,1,0,0,0,0,1,4800,0
"2467",101,9,3,0,0,0,0,1,0,1,0,0,3000,0
"2468",101,9,4,1,0,0,0,0,0,0,0,0,0,1
"2469",101,10,1,0,1,0,1,0,0,0,0,0,1800,0
"2470",101,10,2,0,0,0,0,0,1,0,0,1,1200,0
"2471",101,10,3,0,0,1,0,0,0,1,0,1,4800,0
"2472",101,10,4,1,0,0,0,0,0,0,0,0,0,1
"2473",101,11,1,0,0,0,0,1,1,0,0,1,2400,0
"2474",101,11,2,0,1,0,0,0,0,0,1,0,4800,0
"2475",101,11,3,0,0,0,1,0,0,0,0,1,1200,0
"2476",101,11,4,1,0,0,0,0,0,0,0,0,0,1
"2477",101,12,1,0,0,0,0,0,0,0,1,1,1800,0
"2478",101,12,2,0,1,0,0,1,0,1,0,0,1200,0
"2479",101,12,3,0,1,1,0,0,1,0,0,0,3000,0
"2480",101,12,4,1,0,0,0,0,0,0,0,0,0,1
"2481",105,1,1,0,1,0,0,0,1,0,0,0,4800,0
"2482",105,1,2,0,1,0,0,1,0,1,0,1,3000,0
"2483",105,1,3,0,0,1,0,0,0,0,1,1,1800,0
"2484",105,1,4,1,0,0,0,0,0,0,0,0,0,1
"2485",105,2,1,0,0,0,1,0,0,0,0,0,1200,0
"2486",105,2,2,0,0,0,0,1,0,0,1,0,1800,0
"2487",105,2,3,0,1,1,0,0,1,0,0,1,2400,0
"2488",105,2,4,1,0,0,0,0,0,0,0,0,0,1
"2489",105,3,1,0,0,0,0,0,0,1,0,0,2400,0
"2490",105,3,2,0,1,1,0,0,0,0,1,0,3000,0
"2491",105,3,3,0,1,0,1,0,0,0,0,1,4800,0
"2492",105,3,4,1,0,0,0,0,0,0,0,0,0,1
"2493",105,4,1,0,0,0,1,0,1,0,0,1,1800,0
"2494",105,4,2,0,1,0,0,1,0,1,0,0,1200,0
"2495",105,4,3,0,0,0,0,0,0,0,0,1,3000,0
"2496",105,4,4,1,0,0,0,0,0,0,0,0,0,1
"2497",105,5,1,0,1,0,0,0,1,0,0,0,1800,0
"2498",105,5,2,0,0,0,0,1,0,1,0,1,4800,0
"2499",105,5,3,0,0,1,0,0,0,0,0,1,1200,0
"2500",105,5,4,1,0,0,0,0,0,0,0,0,0,1
"2501",105,6,1,0,1,0,0,1,0,0,0,0,1800,0
"2502",105,6,2,0,0,0,0,0,1,0,0,1,1200,0
"2503",105,6,3,0,1,0,1,0,0,0,1,0,2400,0
"2504",105,6,4,1,0,0,0,0,0,0,0,0,0,1
"2505",105,8,1,0,1,1,0,0,1,0,0,1,2400,0
"2506",105,8,2,0,1,0,1,0,0,1,0,1,3000,0
"2507",105,8,3,0,0,0,0,0,0,0,1,0,1200,0
"2508",105,8,4,1,0,0,0,0,0,0,0,0,0,1
"2509",105,9,1,0,0,0,0,1,1,0,0,1,2400,0
"2510",105,9,2,0,1,0,0,0,0,0,1,1,1800,0
"2511",105,9,3,0,0,1,0,0,0,0,0,0,4800,0
"2512",105,9,4,1,0,0,0,0,0,0,0,0,0,1
"2513",105,11,1,0,1,0,0,1,0,0,1,1,4800,0
"2514",105,11,2,0,1,1,0,0,0,0,0,0,1200,0
"2515",105,11,3,0,0,0,1,0,0,1,0,0,1800,0
"2516",105,11,4,1,0,0,0,0,0,0,0,0,0,1
"2517",105,12,1,0,0,0,0,0,0,1,0,1,2400,0
"2518",105,12,2,0,1,0,0,1,1,0,0,0,4800,0
"2519",105,12,3,0,0,0,1,0,0,0,1,1,3000,0
"2520",105,12,4,1,0,0,0,0,0,0,0,0,0,1
"2521",106,1,1,1,1,0,0,0,0,0,0,1,1800,0
"2522",106,1,2,0,0,1,0,0,0,0,1,0,2400,0
"2523",106,1,3,0,0,0,1,0,1,0,0,0,4800,0
"2524",106,1,4,0,0,0,0,0,0,0,0,0,0,1
"2525",106,2,1,0,0,0,0,0,0,0,1,0,3000,0
"2526",106,2,2,1,1,0,1,0,1,0,0,1,2400,0
"2527",106,2,3,0,1,0,0,1,0,1,0,1,1200,0
"2528",106,2,4,0,0,0,0,0,0,0,0,0,0,1
"2529",106,3,1,0,1,1,0,0,0,1,0,0,3000,0
"2530",106,3,2,1,1,0,1,0,0,0,1,1,1200,0
"2531",106,3,3,0,0,0,0,1,0,0,0,1,4800,0
"2532",106,3,4,0,0,0,0,0,0,0,0,0,0,1
"2533",106,4,1,0,0,0,0,1,1,0,0,0,1800,0
"2534",106,4,2,1,0,1,0,0,0,0,0,0,2400,0
"2535",106,4,3,0,1,0,0,0,0,1,0,1,4800,0
"2536",106,4,4,0,0,0,0,0,0,0,0,0,0,1
"2537",106,6,1,0,0,0,0,0,0,1,0,0,4800,0
"2538",106,6,2,1,1,0,0,1,0,0,1,1,1800,0
"2539",106,6,3,0,1,1,0,0,1,0,0,1,3000,0
"2540",106,6,4,0,0,0,0,0,0,0,0,0,0,1
"2541",106,7,1,0,1,1,0,0,0,1,0,0,1800,0
"2542",106,7,2,1,1,0,0,1,0,0,0,0,2400,0
"2543",106,7,3,0,0,0,1,0,0,0,1,1,1200,0
"2544",106,7,4,0,0,0,0,0,0,0,0,0,0,1
"2545",106,8,1,1,1,0,0,0,0,0,1,0,1200,0
"2546",106,8,2,0,0,0,1,0,1,0,0,1,4800,0
"2547",106,8,3,0,0,0,0,1,0,0,0,1,3000,0
"2548",106,8,4,0,0,0,0,0,0,0,0,0,0,1
"2549",106,9,1,0,0,1,0,0,0,1,0,1,1200,0
"2550",106,9,2,1,0,0,0,1,0,0,1,0,2400,0
"2551",106,9,3,0,1,0,0,0,0,0,0,1,4800,0
"2552",106,9,4,0,0,0,0,0,0,0,0,0,0,1
"2553",106,10,1,1,0,1,0,0,0,0,1,1,1800,0
"2554",106,10,2,0,1,0,0,1,0,1,0,0,2400,0
"2555",106,10,3,0,1,0,1,0,1,0,0,0,3000,0
"2556",106,10,4,0,0,0,0,0,0,0,0,0,0,1
"2557",106,12,1,0,0,0,0,1,1,0,0,1,1200,0
"2558",106,12,2,1,1,0,0,0,0,0,0,0,3000,0
"2559",106,12,3,0,0,0,1,0,0,1,0,1,4800,0
"2560",106,12,4,0,0,0,0,0,0,0,0,0,0,1
"2561",107,1,1,0,0,0,0,1,0,0,1,0,3000,0
"2562",107,1,2,0,0,1,0,0,0,0,0,0,1200,0
"2563",107,1,3,0,1,0,0,0,1,0,0,1,2400,0
"2564",107,1,4,1,0,0,0,0,0,0,0,0,0,1
"2565",107,2,1,0,0,1,0,0,1,0,0,0,2400,0
"2566",107,2,2,0,1,0,1,0,0,1,0,1,1800,0
"2567",107,2,3,0,1,0,0,1,0,0,1,1,3000,0
"2568",107,2,4,1,0,0,0,0,0,0,0,0,0,1
"2569",107,3,1,0,1,1,0,0,1,0,0,0,1800,0
"2570",107,3,2,1,1,0,0,0,0,1,0,1,1200,0
"2571",107,3,3,0,0,0,1,0,0,0,0,0,4800,0
"2572",107,3,4,0,0,0,0,0,0,0,0,0,0,1
"2573",107,4,1,0,1,0,1,0,0,0,1,0,1200,0
"2574",107,4,2,0,0,0,0,0,0,0,0,1,3000,0
"2575",107,4,3,0,0,0,0,1,0,1,0,1,1800,0
"2576",107,4,4,1,0,0,0,0,0,0,0,0,0,1
"2577",107,5,1,0,0,0,0,0,0,0,1,1,2400,0
"2578",107,5,2,0,1,1,0,0,0,0,0,1,1200,0
"2579",107,5,3,0,1,0,0,1,0,1,0,0,4800,0
"2580",107,5,4,1,0,0,0,0,0,0,0,0,0,1
"2581",107,7,1,0,0,1,0,0,0,1,0,1,3000,0
"2582",107,7,2,0,0,0,0,1,1,0,0,1,1200,0
"2583",107,7,3,0,1,0,1,0,0,0,0,0,1800,0
"2584",107,7,4,1,0,0,0,0,0,0,0,0,0,1
"2585",107,8,1,0,1,0,0,1,0,0,1,0,1800,0
"2586",107,8,2,0,1,0,0,0,1,0,0,0,4800,0
"2587",107,8,3,0,0,0,1,0,0,0,0,1,2400,0
"2588",107,8,4,1,0,0,0,0,0,0,0,0,0,1
"2589",107,9,1,0,1,0,0,1,0,0,0,1,2400,0
"2590",107,9,2,0,0,0,0,0,0,0,1,0,1800,0
"2591",107,9,3,0,1,0,1,0,1,0,0,1,3000,0
"2592",107,9,4,1,0,0,0,0,0,0,0,0,0,1
"2593",107,10,1,0,0,0,0,1,0,0,0,0,3000,0
"2594",107,10,2,0,0,1,0,0,0,1,0,0,1200,0
"2595",107,10,3,0,1,0,0,0,0,0,1,1,4800,0
"2596",107,10,4,1,0,0,0,0,0,0,0,0,0,1
"2597",107,11,1,0,1,0,1,0,0,1,0,0,2400,0
"2598",107,11,2,0,0,1,0,0,1,0,0,1,1800,0
"2599",107,11,3,0,1,0,0,0,0,0,0,0,1200,0
"2600",107,11,4,1,0,0,0,0,0,0,0,0,0,1
"2601",108,2,1,0,1,1,0,0,0,0,0,1,1800,0
"2602",108,2,2,0,0,0,0,1,0,1,0,0,4800,0
"2603",108,2,3,0,0,0,0,0,0,0,1,0,1200,0
"2604",108,2,4,1,0,0,0,0,0,0,0,0,0,1
"2605",108,4,1,0,1,0,1,0,1,0,0,0,1200,0
"2606",108,4,2,0,1,0,0,0,0,1,0,0,1800,0
"2607",108,4,3,0,0,0,0,1,0,0,1,1,2400,0
"2608",108,4,4,1,0,0,0,0,0,0,0,0,0,1
"2609",108,5,1,0,1,0,1,0,1,0,0,1,1800,0
"2610",108,5,2,0,1,0,0,1,0,0,0,0,2400,0
"2611",108,5,3,0,0,1,0,0,0,0,1,0,3000,0
"2612",108,5,4,1,0,0,0,0,0,0,0,0,0,1
"2613",108,6,1,0,0,0,0,0,0,1,0,1,3000,0
"2614",108,6,2,0,0,0,1,0,0,0,0,1,1200,0
"2615",108,6,3,0,1,0,0,1,1,0,0,0,4800,0
"2616",108,6,4,1,0,0,0,0,0,0,0,0,0,1
"2617",108,7,1,0,0,0,1,0,1,0,0,0,2400,0
"2618",108,7,2,0,0,0,0,0,0,1,0,0,1800,0
"2619",108,7,3,0,1,1,0,0,0,0,1,1,1200,0
"2620",108,7,4,1,0,0,0,0,0,0,0,0,0,1
"2621",108,8,1,0,0,1,0,0,0,1,0,0,4800,0
"2622",108,8,2,0,1,0,0,0,0,0,0,1,3000,0
"2623",108,8,3,0,1,0,0,1,0,0,1,1,2400,0
"2624",108,8,4,1,0,0,0,0,0,0,0,0,0,1
"2625",108,9,1,0,0,0,1,0,0,0,1,1,1800,0
"2626",108,9,2,0,1,0,0,0,1,0,0,1,4800,0
"2627",108,9,3,0,1,0,0,1,0,1,0,0,1200,0
"2628",108,9,4,1,0,0,0,0,0,0,0,0,0,1
"2629",108,10,1,0,1,0,1,0,0,1,0,1,2400,0
"2630",108,10,2,0,0,1,0,0,0,0,0,0,3000,0
"2631",108,10,3,0,0,0,0,1,1,0,0,0,1200,0
"2632",108,10,4,1,0,0,0,0,0,0,0,0,0,1
"2633",108,11,1,0,0,1,0,0,0,0,0,1,1800,0
"2634",108,11,2,0,0,0,0,1,1,0,0,1,4800,0
"2635",108,11,3,0,1,0,0,0,0,0,1,0,3000,0
"2636",108,11,4,1,0,0,0,0,0,0,0,0,0,1
"2637",108,12,1,0,1,0,1,0,0,0,0,0,1800,0
"2638",108,12,2,0,1,1,0,0,0,0,1,0,4800,0
"2639",108,12,3,1,0,0,0,0,0,1,0,1,1200,0
"2640",108,12,4,0,0,0,0,0,0,0,0,0,0,1
"2641",109,1,1,0,0,0,0,0,0,0,1,0,2400,0
"2642",109,1,2,0,1,1,0,0,1,0,0,1,3000,0
"2643",109,1,3,0,0,0,1,0,0,1,0,0,4800,0
"2644",109,1,4,1,0,0,0,0,0,0,0,0,0,1
"2645",109,2,1,0,1,0,0,0,0,1,0,1,1800,0
"2646",109,2,2,0,0,1,0,0,1,0,0,0,2400,0
"2647",109,2,3,0,1,0,0,1,0,0,0,1,3000,0
"2648",109,2,4,1,0,0,0,0,0,0,0,0,0,1
"2649",109,3,1,0,1,0,0,1,0,0,0,0,4800,0
"2650",109,3,2,0,0,0,1,0,0,0,1,1,1200,0
"2651",109,3,3,0,1,1,0,0,0,1,0,1,2400,0
"2652",109,3,4,1,0,0,0,0,0,0,0,0,0,1
"2653",109,4,1,0,0,0,0,1,0,0,1,0,1800,0
"2654",109,4,2,0,0,0,1,0,1,0,0,0,3000,0
"2655",109,4,3,0,1,0,0,0,0,0,0,1,1200,0
"2656",109,4,4,1,0,0,0,0,0,0,0,0,0,1
"2657",109,5,1,0,1,0,0,1,0,1,0,0,3000,0
"2658",109,5,2,0,0,0,0,0,0,0,0,1,4800,0
"2659",109,5,3,0,1,1,0,0,0,0,1,0,1200,0
"2660",109,5,4,1,0,0,0,0,0,0,0,0,0,1
"2661",109,6,1,0,0,0,1,0,1,0,0,1,1800,0
"2662",109,6,2,0,1,0,0,0,0,0,0,0,2400,0
"2663",109,6,3,0,0,0,0,1,0,0,1,1,3000,0
"2664",109,6,4,1,0,0,0,0,0,0,0,0,0,1
"2665",109,7,1,0,0,1,0,0,1,0,0,0,1200,0
"2666",109,7,2,0,0,0,0,1,0,0,0,1,2400,0
"2667",109,7,3,0,1,0,1,0,0,1,0,1,4800,0
"2668",109,7,4,1,0,0,0,0,0,0,0,0,0,1
"2669",109,9,1,0,1,0,0,1,1,0,0,1,1800,0
"2670",109,9,2,0,0,0,1,0,0,0,0,0,1200,0
"2671",109,9,3,0,0,0,0,0,0,1,0,0,3000,0
"2672",109,9,4,1,0,0,0,0,0,0,0,0,0,1
"2673",109,10,1,0,1,0,1,0,1,0,0,1,3000,0
"2674",109,10,2,0,0,0,0,1,0,0,0,0,1800,0
"2675",109,10,3,0,1,1,0,0,0,0,1,1,2400,0
"2676",109,10,4,1,0,0,0,0,0,0,0,0,0,1
"2677",109,11,1,0,0,1,0,0,0,1,0,1,1200,0
"2678",109,11,2,0,0,0,0,1,1,0,0,0,2400,0
"2679",109,11,3,0,1,0,0,0,0,0,1,0,4800,0
"2680",109,11,4,1,0,0,0,0,0,0,0,0,0,1
"2681",111,1,1,0,1,0,0,0,1,0,0,1,1800,0
"2682",111,1,2,0,0,1,0,0,0,0,1,0,4800,0
"2683",111,1,3,0,0,0,0,1,0,0,0,0,3000,0
"2684",111,1,4,1,0,0,0,0,0,0,0,0,0,1
"2685",111,2,1,0,1,1,0,0,0,0,1,1,1800,0
"2686",111,2,2,0,0,0,0,0,1,0,0,0,2400,0
"2687",111,2,3,0,1,0,1,0,0,1,0,1,1200,0
"2688",111,2,4,1,0,0,0,0,0,0,0,0,0,1
"2689",111,3,1,0,1,0,0,1,0,1,0,0,4800,0
"2690",111,3,2,0,1,1,0,0,1,0,0,1,1200,0
"2691",111,3,3,0,0,0,1,0,0,0,0,1,2400,0
"2692",111,3,4,1,0,0,0,0,0,0,0,0,0,1
"2693",111,4,1,0,0,0,1,0,0,1,0,0,3000,0
"2694",111,4,2,0,1,0,0,1,0,0,1,1,2400,0
"2695",111,4,3,0,0,0,0,0,0,0,0,0,1800,0
"2696",111,4,4,1,0,0,0,0,0,0,0,0,0,1
"2697",111,6,1,0,0,0,0,1,1,0,0,1,3000,0
"2698",111,6,2,0,1,1,0,0,0,0,0,0,2400,0
"2699",111,6,3,0,1,0,0,0,0,0,1,0,1200,0
"2700",111,6,4,1,0,0,0,0,0,0,0,0,0,1
"2701",111,7,1,0,1,0,1,0,0,0,0,1,1800,0
